"name","year","team","games","games_started","minutes_played","field_goals","field_goal_attempts","three_point","three_point_attempts","rebounds","assists","steals","blocks","points"
"Jamario Moon","2011","TOT","59","20","1042","101","248","38","123","165","52","28","33","255"
"Jamario Moon","2011","CLE","40","13","764","76","189","27","95","118","45","25","27","189"
"Jamario Moon","2011","LAC","19","7","278","25","59","11","28","47","7","3","6","66"
"Anthony Morrow","2011","NJN","58","47","1856","279","620","110","260","172","68","19","7","764"
"Timofey Mozgov","2011","TOT","45","14","524","63","133","0","0","121","15","15","25","163"
"Timofey Mozgov","2011","NYK","34","14","458","52","112","0","0","104","15","14","23","135"
"Timofey Mozgov","2011","DEN","11","0","66","11","21","0","0","17","0","1","2","28"
"Byron Mullens","2011","OKC","13","0","85","9","28","0","0","24","0","2","3","25"
"Troy Murphy","2011","TOT","35","4","466","42","114","5","33","113","23","15","3","109"
"Troy Murphy","2011","NJN","18","4","288","26","76","4","23","75","17","7","2","65"
"Troy Murphy","2011","BOS","17","0","178","16","38","1","10","38","6","8","1","44"
"Hamady NDiaye","2011","WAS","16","0","80","4","5","0","0","7","0","2","5","14"
"Eduardo Najera","2011","CHA","31","0","372","26","72","11","34","44","20","11","6","69"
"Steve Nash","2011","PHO","75","75","2497","399","811","81","205","260","855","48","4","1106"
"Gary Neal","2011","SAS","80","1","1685","285","632","129","308","196","96","27","4","783"
"Jameer Nelson","2011","ORL","76","76","2319","374","838","119","297","226","456","75","3","997"
"Joakim Noah","2011","CHI","48","48","1576","211","402","0","1","498","107","48","72","561"
"Andres Nocioni","2011","PHI","54","17","931","118","277","42","118","169","45","14","15","327"
"Steve Novak","2011","TOT","30","0","215","35","67","26","46","28","3","1","5","104"
"Steve Novak","2011","DAL","7","0","18","4","8","3","4","5","0","0","0","11"
"Steve Novak","2011","SAS","23","0","197","31","59","23","42","23","3","1","5","93"
"Dirk Nowitzki","2011","DAL","73","73","2504","610","1179","66","168","513","190","38","47","1681"
"Jermaine ONeal","2011","BOS","24","10","431","50","109","0","1","88","12","2","30","129"
"Shaquille ONeal*","2011","BOS","37","36","752","134","201","0","0","178","26","16","42","341"
"Fabricio Oberto","2011","POR","5","0","45","3","5","0","0","7","0","0","0","7"
"Lamar Odom","2011","LAL","82","35","2639","473","893","68","178","710","249","47","61","1180"
"Emeka Okafor","2011","NOH","72","72","2287","300","524","0","1","684","42","40","127","745"
"Mehmet Okur","2011","UTA","13","0","168","22","62","5","16","30","19","4","4","64"
"Travis Outlaw","2011","NJN","82","55","2358","274","731","76","252","325","84","34","36","756"
"Larry Owens","2011","TOT","12","0","143","15","32","6","13","15","8","9","5","40"
"Larry Owens","2011","SAS","7","0","31","3","6","1","3","4","1","2","0","9"
"Larry Owens","2011","WAS","5","0","112","12","26","5","10","11","7","7","5","31"
"Zaza Pachulia","2011","ATL","79","7","1244","107","232","0","0","333","58","34","22","349"
"Anthony Parker","2011","CLE","72","65","2091","220","552","86","227","218","218","67","10","600"
"Tony Parker","2011","SAS","78","78","2528","555","1069","25","70","238","513","90","3","1368"
"Patrick Patterson","2011","HOU","52","6","868","149","267","0","2","200","41","17","37","328"
"Chris Paul","2011","NOH","80","80","2880","430","928","71","183","327","782","188","5","1268"
"Sasha Pavlovic","2011","TOT","31","7","362","29","72","12","31","32","16","10","7","76"
"Sasha Pavlovic","2011","DAL","10","6","163","15","35","7","16","12","7","5","3","41"
"Sasha Pavlovic","2011","NOH","4","1","50","2","11","0","5","6","6","0","4","4"
"Sasha Pavlovic","2011","BOS","17","0","149","12","26","5","10","14","3","5","0","31"
"Nikola Pekovic","2011","MIN","65","11","887","136","263","0","0","193","27","18","35","359"
"Kendrick Perkins","2011","TOT","29","24","742","67","130","0","0","232","26","9","26","174"
"Kendrick Perkins","2011","BOS","12","7","313","32","59","0","0","97","10","2","10","87"
"Kendrick Perkins","2011","OKC","17","17","429","35","71","0","0","135","16","7","16","87"
"Morris Peterson","2011","OKC","4","0","23","2","5","0","1","3","1","0","0","4"
"Johan Petro","2011","NJN","77","1","893","129","290","0","4","212","44","34","34","273"
"Paul Pierce","2011","BOS","80","80","2774","507","1021","111","297","430","260","80","51","1511"
"Mickael Pietrus","2011","TOT","57","4","1107","143","365","85","236","126","33","29","21","410"
"Mickael Pietrus","2011","ORL","19","0","418","45","115","34","87","50","10","10","3","127"
"Mickael Pietrus","2011","PHO","38","4","689","98","250","51","149","76","23","19","18","283"
"Dexter Pittman","2011","MIA","2","0","11","1","3","0","0","3","0","0","0","2"
"Quincy Pondexter","2011","NOH","66","6","734","73","180","18","50","88","28","17","10","188"
"James Posey","2011","IND","49","0","839","81","241","67","212","147","34","24","6","240"
"Leon Powe","2011","TOT","30","3","328","59","119","0","2","63","7","10","4","158"
"Leon Powe","2011","CLE","14","3","187","29","59","0","0","38","2","7","3","70"
"Leon Powe","2011","MEM","16","0","141","30","60","0","2","25","5","3","1","88"
"Josh Powell","2011","ATL","54","0","653","94","208","0","1","135","22","5","5","224"
"A.J. Price","2011","IND","50","0","795","114","320","41","149","72","111","29","1","323"
"Ronnie Price","2011","UTA","59","0","717","74","210","20","69","61","56","42","5","197"
"Tayshaun Prince","2011","DET","78","78","2562","473","1001","34","98","329","215","30","41","1098"
"Joel Przybilla","2011","TOT","36","9","519","25","44","0","0","145","13","5","15","64"
"Joel Przybilla","2011","POR","31","9","445","21","34","0","0","121","13","5","14","55"
"Joel Przybilla","2011","CHA","5","0","74","4","10","0","0","24","0","0","1","9"
"Chris Quinn","2011","SAS","41","0","292","33","91","11","37","25","42","5","1","81"
"Vladimir Radmanovic","2011","GSW","74","6","1169","137","318","70","173","212","79","44","44","374"
"Anthony Randolph","2011","TOT","40","3","590","123","264","1","4","160","33","22","24","305"
"Anthony Randolph","2011","NYK","17","0","127","14","45","1","4","40","7","4","8","35"
"Anthony Randolph","2011","MIN","23","3","463","109","219","0","0","120","26","18","16","270"
"Zach Randolph","2011","MEM","75","74","2724","598","1188","8","43","914","163","63","25","1504"
"Theo Ratliff","2011","LAL","10","0","71","1","6","0","0","13","3","2","5","2"
"Andy Rautins","2011","NYK","5","0","24","3","7","1","4","1","3","1","0","8"
"Michael Redd","2011","MIL","10","0","134","18","45","4","17","8","12","2","1","44"
"J.J. Redick","2011","ORL","59","5","1513","197","447","87","219","113","102","29","3","593"
"Jason Richardson","2011","TOT","80","80","2715","472","1056","189","479","331","147","93","13","1249"
"Jason Richardson","2011","PHO","25","25","796","183","389","62","148","111","36","27","3","483"
"Jason Richardson","2011","ORL","55","55","1919","289","667","127","331","220","111","66","10","766"
"Quentin Richardson","2011","ORL","57","19","955","87","255","42","146","178","38","25","5","249"
"Luke Ridnour","2011","MIN","71","66","2159","319","681","81","184","199","384","89","10","840"
"Nate Robinson","2011","TOT","59","11","1013","150","376","65","200","90","111","29","4","401"
"Nate Robinson","2011","BOS","55","11","983","146","361","63","192","89","105","29","4","388"
"Nate Robinson","2011","OKC","4","0","30","4","15","2","8","1","6","0","0","13"
"Rajon Rondo","2011","BOS","68","68","2527","318","670","10","43","297","760","153","11","721"
"Derrick Rose","2011","CHI","81","81","3026","711","1597","128","385","330","623","85","51","2026"
"Quinton Ross","2011","NJN","36","4","353","26","59","0","3","30","10","3","6","57"
"Brandon Roy","2011","POR","47","23","1310","209","523","38","114","121","129","37","12","573"
"Brandon Rush","2011","IND","67","21","1754","217","515","93","223","217","62","41","35","607"
"John Salmons","2011","MIL","73","70","2554","373","898","83","219","266","252","72","28","1024"
"Samardo Samuels","2011","CLE","37","10","701","110","241","0","3","158","17","15","18","288"
"Larry Sanders","2011","MIL","60","12","872","116","268","0","0","178","16","22","72","260"
"Brian Scalabrine","2011","CHI","18","0","88","10","19","0","5","8","6","3","4","20"
"Luis Scola","2011","HOU","74","74","2412","569","1129","0","3","606","185","48","44","1352"
"Thabo Sefolosha","2011","OKC","79","79","2049","157","333","28","102","346","111","97","38","401"
"Kevin Seraphin","2011","WAS","58","1","635","66","147","0","0","152","10","17","28","154"
"Ramon Sessions","2011","CLE","81","38","2133","362","776","3","15","255","419","60","8","1075"
"Mustafa Shakur","2011","WAS","22","0","159","21","59","1","10","22","25","5","3","51"
"Garret Siler","2011","PHO","21","0","101","17","31","0","0","28","3","1","4","45"
"Bobby Simmons","2011","SAS","2","0","16","0","3","0","3","0","2","0","0","0"
"Brian Skinner","2011","MIL","2","0","6","0","0","0","0","0","0","0","0","0"
"Craig Smith","2011","LAC","48","0","586","104","188","0","5","117","31","16","7","258"
"Ish Smith","2011","TOT","43","3","442","43","115","3","10","47","79","18","2","101"
"Ish Smith","2011","HOU","28","3","329","32","83","3","8","42","64","13","2","74"
"Ish Smith","2011","MEM","15","0","113","11","32","0","2","5","15","5","0","27"
"J.R. Smith","2011","DEN","79","6","1968","341","784","124","318","322","175","92","16","969"
"Jason Smith","2011","NOH","77","6","1102","136","307","0","2","241","36","26","32","331"
"Joe Smith","2011","TOT","16","3","69","3","16","0","0","21","4","0","4","8"
"Joe Smith","2011","NJN","4","3","25","1","4","0","0","3","1","0","0","2"
"Joe Smith","2011","LAL","12","0","44","2","12","0","0","18","3","0","4","6"
"Josh Smith","2011","ATL","77","77","2645","497","1041","51","154","657","255","99","120","1274"
"Darius Songaila","2011","PHI","10","0","71","7","15","0","0","10","2","0","0","16"
"Marreese Speights","2011","PHI","64","1","734","144","291","1","4","210","30","8","19","344"
"Tiago Splitter","2011","SAS","60","6","738","101","191","0","1","201","26","29","17","278"
"Jerry Stackhouse","2011","MIA","7","1","50","3","12","1","4","7","3","0","2","12"
"Lance Stephenson","2011","IND","12","0","115","13","39","0","5","18","21","4","0","37"
"DeShawn Stevenson","2011","DAL","72","54","1158","128","330","94","249","106","77","21","5","383"
"Peja Stojakovic","2011","TOT","33","13","617","100","227","57","136","75","29","13","2","280"
"Peja Stojakovic","2011","NOH","6","0","89","14","33","11","25","6","6","2","0","45"
"Peja Stojakovic","2011","TOR","2","0","22","7","10","4","6","3","1","0","0","20"
"Peja Stojakovic","2011","DAL","25","13","506","79","184","42","105","66","22","11","2","215"
"Amare Stoudemire","2011","NYK","78","78","2870","744","1482","10","23","636","202","71","150","1971"
"Rodney Stuckey","2011","DET","70","54","2183","363","827","26","90","216","361","76","10","1082"
"DaJuan Summers","2011","DET","22","1","199","28","69","9","21","12","2","3","1","74"
"Pape Sy","2011","ATL","3","0","21","2","6","0","1","3","2","1","0","7"
"Jermaine Taylor","2011","TOT","34","8","483","94","196","14","45","62","32","14","5","223"
"Jermaine Taylor","2011","HOU","8","0","77","16","32","2","5","9","2","2","2","39"
"Jermaine Taylor","2011","SAC","26","8","406","78","164","12","40","53","30","12","3","184"
"Jeff Teague","2011","ATL","70","7","963","133","304","18","48","102","138","45","25","361"
"Sebastian Telfair","2011","MIN","37","8","711","97","241","28","78","54","111","25","3","266"
"Garrett Temple","2011","TOT","24","0","230","20","68","10","37","23","32","11","6","57"
"Garrett Temple","2011","SAS","3","0","21","1","5","0","1","2","2","1","1","2"
"Garrett Temple","2011","MIL","9","0","83","7","21","3","10","6","6","1","1","17"
"Garrett Temple","2011","CHA","12","0","126","12","42","7","26","15","24","9","4","38"
"Jason Terry","2011","DAL","82","10","2564","492","1091","127","351","153","334","93","13","1293"
"Hasheem Thabeet","2011","TOT","47","0","373","17","40","0","0","75","4","9","16","53"
"Hasheem Thabeet","2011","MEM","45","0","369","17","39","0","0","75","4","9","15","53"
"Hasheem Thabeet","2011","HOU","2","0","4","0","1","0","0","0","0","0","1","0"
"Etan Thomas","2011","ATL","13","0","82","10","21","0","0","23","2","1","4","32"
"Kurt Thomas","2011","CHI","52","37","1178","95","186","1","1","301","60","32","42","211"
"Tyrus Thomas","2011","CHA","41","2","861","156","331","0","3","224","29","30","66","419"
"Jason Thompson","2011","SAC","75","39","1748","271","534","0","3","454","88","28","44","663"
"Al Thornton","2011","TOT","71","23","1383","205","431","4","26","213","62","35","12","524"
"Al Thornton","2011","WAS","49","23","1069","154","327","4","25","156","51","28","9","393"
"Al Thornton","2011","GSW","22","0","314","51","104","0","1","57","11","7","3","131"
"Marcus Thornton","2011","TOT","73","23","1775","350","807","88","240","258","135","64","9","933"
"Marcus Thornton","2011","NOH","46","0","745","137","334","35","93","131","43","19","4","359"
"Marcus Thornton","2011","SAC","27","23","1030","213","473","53","147","127","92","45","5","574"
"Anthony Tolliver","2011","MIN","65","4","1362","141","313","47","115","295","82","28","28","434"
"Ronny Turiaf","2011","NYK","64","21","1141","103","163","0","0","207","92","35","73","267"
"Hedo Turkoglu","2011","TOT","81","72","2540","322","722","127","310","356","343","72","34","877"
"Hedo Turkoglu","2011","PHO","25","16","630","85","193","41","97","100","58","18","14","237"
"Hedo Turkoglu","2011","ORL","56","56","1910","237","529","86","213","256","285","54","20","640"
"Evan Turner","2011","PHI","78","14","1797","225","529","14","44","306","159","49","14","565"
"Ekpe Udoh","2011","GSW","58","18","1030","97","222","0","0","181","40","22","86","236"
"Ime Udoka","2011","SAS","20","0","130","5","21","0","8","19","13","8","1","14"
"Beno Udrih","2011","SAC","79","64","2734","412","824","65","182","265","386","94","9","1086"
"Ben Uzoh","2011","NJN","42","0","438","61","144","3","8","61","69","13","8","158"
"Anderson Varejao","2011","CLE","31","31","994","114","216","0","2","301","45","27","38","282"
"Greivis Vasquez","2011","MEM","70","1","860","95","233","25","86","73","151","22","4","249"
"Charlie Villanueva","2011","DET","76","11","1666","313","708","125","323","295","48","42","42","840"
